station_id_pseudo,num_bikes_available,num_ebikes_available,vehicle_types_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,is_charging,eightd_active_station_services,fetch_time_utc
id_073be9a18791,20,16,"[{""vehicle_type_id"":""11"",""count"":16},{""vehicle_type_id"":""14"",""count"":1},{""vehicle_type_id"":""4"",""count"":0},{""vehicle_type_id"":""7"",""count"":0},{""vehicle_type_id"":""9"",""count"":3}]",0,2,0,1,1,1,2025-09-24T05:49:58+00:00,False,False,,2025-09-24T05:55:41+00:00
id_073be9a18791,19,14,"[{""vehicle_type_id"":""11"",""count"":14},{""vehicle_type_id"":""14"",""count"":1},{""vehicle_type_id"":""4"",""count"":0},{""vehicle_type_id"":""7"",""count"":0},{""vehicle_type_id"":""9"",""count"":4}]",0,3,0,1,1,1,2025-09-24T06:34:38+00:00,False,False,,2025-09-24T06:36:24+00:00
id_073be9a18791,19,14,"[{""vehicle_type_id"":""11"",""count"":14},{""vehicle_type_id"":""14"",""count"":1},{""vehicle_type_id"":""4"",""count"":0},{""vehicle_type_id"":""7"",""count"":0},{""vehicle_type_id"":""9"",""count"":4}]",0,3,0,1,1,1,2025-09-24T06:34:38+00:00,False,False,,2025-09-24T06:53:44+00:00
id_073be9a18791,18,14,"[{""vehicle_type_id"":""11"",""count"":14},{""vehicle_type_id"":""14"",""count"":1},{""vehicle_type_id"":""4"",""count"":0},{""vehicle_type_id"":""7"",""count"":0},{""vehicle_type_id"":""9"",""count"":3}]",0,4,0,1,1,1,2025-09-24T07:02:22+00:00,False,False,,2025-09-24T07:19:53+00:00
id_073be9a18791,16,12,"[{""vehicle_type_id"":""11"",""count"":12},{""vehicle_type_id"":""14"",""count"":1},{""vehicle_type_id"":""4"",""count"":0},{""vehicle_type_id"":""7"",""count"":0},{""vehicle_type_id"":""9"",""count"":3}]",0,6,0,1,1,1,2025-09-24T07:24:43+00:00,False,False,,2025-09-24T07:36:25+00:00
id_073be9a18791,16,12,"[{""vehicle_type_id"":""11"",""count"":12},{""vehicle_type_id"":""14"",""count"":1},{""vehicle_type_id"":""4"",""count"":0},{""vehicle_type_id"":""7"",""count"":0},{""vehicle_type_id"":""9"",""count"":3}]",0,6,0,1,1,1,2025-09-24T07:24:43+00:00,False,False,,2025-09-24T07:49:13+00:00
id_073be9a18791,16,12,"[{""vehicle_type_id"":""11"",""count"":12},{""vehicle_type_id"":""14"",""count"":1},{""vehicle_type_id"":""4"",""count"":0},{""vehicle_type_id"":""7"",""count"":0},{""vehicle_type_id"":""9"",""count"":3}]",0,6,0,1,1,1,2025-09-24T07:24:43+00:00,False,False,,2025-09-24T08:14:52+00:00
id_073be9a18791,15,12,"[{""vehicle_type_id"":""11"",""count"":12},{""vehicle_type_id"":""14"",""count"":1},{""vehicle_type_id"":""4"",""count"":0},{""vehicle_type_id"":""7"",""count"":0},{""vehicle_type_id"":""9"",""count"":2}]",0,7,0,1,1,1,2025-09-24T08:39:39+00:00,False,False,,2025-09-24T08:42:41+00:00
id_073be9a18791,12,9,"[{""vehicle_type_id"":""11"",""count"":9},{""vehicle_type_id"":""14"",""count"":1},{""vehicle_type_id"":""4"",""count"":0},{""vehicle_type_id"":""7"",""count"":0},{""vehicle_type_id"":""9"",""count"":2}]",0,10,0,1,1,1,2025-09-24T08:44:41+00:00,False,False,,2025-09-24T08:57:11+00:00
id_073be9a18791,12,9,"[{""vehicle_type_id"":""11"",""count"":9},{""vehicle_type_id"":""14"",""count"":1},{""vehicle_type_id"":""4"",""count"":0},{""vehicle_type_id"":""7"",""count"":0},{""vehicle_type_id"":""9"",""count"":2}]",0,10,0,1,1,1,2025-09-24T08:44:41+00:00,False,False,,2025-09-24T09:27:46+00:00
